Date,Open,High,Low,Close,Adj Close,Volume,Currency
01-03-19,136.836243,138.99527,136.434784,136.443619,136.443619,3756124824,Ethereum
02-03-19,136.350082,137.184799,132.436386,134.206955,134.206955,3747176425,Ethereum
03-03-19,134.786118,135.849289,131.328857,132.24942,132.24942,3454374053,Ethereum
04-03-19,132.157883,132.729141,125.402702,127.774124,127.774124,4008171341,Ethereum
05-03-19,127.792953,138.22998,126.735298,137.822388,137.822388,4764849990,Ethereum
06-03-19,137.95874,139.968826,136.14592,138.789352,138.789352,4589054219,Ethereum
07-03-19,138.942383,140.85788,137.273132,138.0345,138.0345,4339206292,Ethereum
08-03-19,138.311356,139.4991,133.557693,135.127075,135.127075,4678816794,Ethereum
09-03-19,134.887558,139.119415,134.677124,137.965332,137.965332,5011918715,Ethereum
10-03-19,138.180496,138.270309,135.685684,136.758682,136.758682,4578438499,Ethereum
11-03-19,136.849533,137.353409,133.102798,133.83403,133.83403,4689807419,Ethereum
12-03-19,134.012848,135.273468,130.944153,134.442886,134.442886,4709988000,Ethereum
13-03-19,134.611771,134.611771,132.719727,133.263077,133.263077,4265162099,Ethereum
14-03-19,133.203903,135.180847,132.750076,133.711594,133.711594,4476532147,Ethereum
15-03-19,133.567154,138.395142,133.567154,137.691788,137.691788,4506861856,Ethereum
16-03-19,137.911957,144.558441,137.911957,142.398178,142.398178,4839003569,Ethereum
17-03-19,142.238297,142.371918,139.323517,140.000549,140.000549,3827157729,Ethereum
18-03-19,140.104858,142.267212,138.841553,139.374603,139.374603,4551739879,Ethereum
19-03-19,139.254013,140.989059,139.143021,140.519196,140.519196,4251488129,Ethereum
20-03-19,140.484711,140.945572,138.307037,140.686356,140.686356,4664134462,Ethereum
21-03-19,140.478485,141.003235,135.855423,136.636063,136.636063,5087247796,Ethereum
